Article Date,Article Title,Organization,City,State,URL,Keywords,Summary
6/20/17 6:11,Chicago-area Jewish deli vandalized in suspected hate crime,St. Louis Jewish Light,St. Louis,MO,http://www.stljewishlight.com/news/world/article_a187328c-20c2-533d-abdf-202d7ab52343.html,bender cammiso cbs chicago community deli hate illinois jewish naperville painted police shmaltz vandalized bender cammiso cbs chicago community deli hate illinois jewish naperville painted police shmaltz vandalized,"(JTA) дуо A popular Jewish deli in a Chicago suburb was vandalized in what is being investigated as a hate crime.	The message думFree Gazaдуќ was spray painted on the sidewalk outside of the Shmaltz Deli in Naperville, Illinois on Sunday.	Because the"
6/20/17 6:18,Detroiters condemn racist hate crime in Eastern Market,Workers World,,,http://www.workers.org/2017/06/20/detroiters-condemn-racist-hate-crime-in-eastern-market/,attack black condemn crime davison defense detroit east hate market michigan murder network party people racist randolph supremacist attack black condemn crime davison defense detroit east hate market michigan murder network party people racist randolph supremacist attack black condemn crime davison defense detroit east hate market michigan murder network party people racist randolph supremacist attack black condemn crime davison defense detroit east hate market michigan murder network party people racist randolph supremacist,"By Koba Wright posted on June 20, 2017	Activists rallied in Detroit's busy Eastern Market on Saturday morning, June 17, to condemn the attempted murder of a homeless Black man in broad daylight by white supremacist thugs. Members of Workers World Party"
6/20/17 6:30,Media Cries Hate Crime Over Muslim Girl Killed By Illegal Alien in Road Rage,MRCTV,,,http://www.mrctv.org/blog/media-cries-hate-crime-over-muslim-girl-killed-illegal-alien-road-rage,anti crime hassanen hate illegal incident islamophobia muslim nabra obeidallah ramadan trump,"The latest spurious думhate crimeдуќ accusation came after an illegal immigrant murdered a Muslim teenager with a baseball bat last weekend.	In a viral news incident that was perfectly crafted for an думIslamophobia in the time of Trumpдуќ pitch, news"
6/20/17 6:52,Va. police on Muslim girl's murder: Nothing indicates this was motivated by race or religion.,Washington Post,Washington,DC,https://www.washingtonpost.com/video/local/va-police-on-muslim-girls-murder-nothing-indicates-this-was-motivated-by-race-or-religion/2017/06/20/33ac46dc-5546-11e7-840b-512026319da7_video.html,,
6/20/17 7:26,"18-year-old arrested in connection to hate crime, assault in Bellingham",KOMO News,Seattle,WA,http://komonews.com/news/local/18-year-old-arrested-in-connection-to-hate-crime-assault-in-bellingham,andre assault beckley bellingham crime harassment hate herald malicious marcel police refugees seattle siftsoff starbucks wash andre assault beckley bellingham crime harassment hate herald malicious marcel police refugees seattle siftsoff starbucks wash,"by AP	BELLINGHAM, Wash. (AP) - A Bellingham man accused of threatening his roommates with a knife is facing charges of a hate crime and assault.	The Bellingham Herald reports 18-year-old Andre Marcel Siftsoff was arrested on charges of first-degree"
6/20/17 7:54,Latest: Chaplain: Mosque has faith in police investigation,Clay Center Dispatch,Clay Center,KS,http://www.ccenterdispatch.com/news/national/article_9d92e20d-7d6d-5900-bdc6-90dc482d9bcf.html,adams chaplain faith hassanen imam latest magid mohamed mosque muslim nabra salaam slain virginia adams chaplain faith hassanen imam latest magid mohamed mosque muslim nabra salaam slain virginia,"AP | 0 comments	FAIRFAX, Va. (AP) дуо The Latest on the killing of a teenage girl as she and her friends returned to a mosque in Virginia (all times local):	A chaplain at the mosque where a slain teen worshipped says members have faith in the police"
6/20/17 8:45,Vigils Held Nationwide for Slain Muslim Teen,Delmarva Public Radio,Salisbury,MD,http://delmarvapublicradio.net/post/vigils-held-nationwide-slain-muslim-teen,abdelhamid baseball bat empowerment hassanen initiative muslim nabra rana reston teen vigils virginia washington abdelhamid baseball bat empowerment hassanen initiative muslim nabra rana reston teen vigils virginia washington abdelhamid baseball bat empowerment hassanen initiative muslim nabra rana reston teen vigils virginia washington,By Don Rush дуў 11 hours ago	(AP) - Vigils are being held around the country to honor a Muslim teen who police say was fatally beaten with a baseball bat by an angry driver as she walked with friends to a Virginia mosque this weekend.	Women's Initiative
6/20/17 8:45,Muslims question whether girl's killing in Virginia was road rage,Stars and Stripes,Washington,DC,https://www.stripes.com/news/us/muslims-question-whether-girl-s-killing-in-virginia-was-road-rage-1.474386,chaudry crime fairfax girl hassanen hate islamic martinez mosque muslim nabra rage ramadan torres virginia chaudry crime fairfax girl hassanen hate islamic martinez mosque muslim nabra rage ramadan torres virginia chaudry crime fairfax girl hassanen hate islamic martinez mosque muslim nabra rage ramadan torres virginia,"Islamic leaders are questioning Virginia detectives' insistence that the beating death of a teenage Muslim girl appears to have been a case of road rage, saying the attack looks all too much like a hate crime.	Nabra Hassanen, 17, was bludgeoned with a"
6/20/17 8:47,Why Did Marco Rubio Submit an Islamist MPAC Resolution Against Islamophobia?,FrontPage Magazine,Los Angeles,CA,http://www.frontpagemag.com/point/267051/why-did-marco-rubio-submit-islamist-mpac-daniel-greenfield,abbasi bergman emerge emergeusa emgageusa hate islamic judith marco mpac muslim resolution rubio senate,"The Senate can't seem to repeal ObamaCare. Or get much of anything done. But it found time for important matters like this... as Judith Bergman at Gatestone reveals.	On April 4, 2017, the US Senate passed Senate Resolution 118, ""Condemning hate crime and"
6/20/17 10:26,How religion may have mattered in the murder of Nabra Hassanen,HuffPost,New York,NY,http://www.huffingtonpost.com/entry/how-religion-may-have-mattered-in-the-murder-of-nabra_us_59495966e4b028db60c614ae,attack chapel culprit hassanen hill murder muslim nabra north_carolina ramadan religion religious violence virginia,"We're still processing the sad and tragic murder of Nabra Hassanen. The police have said this was not a hate crime; the culprit did not attack Hassanen because of her Muslim identity. To some, this feels like it is overlooking an important aspect of this"
6/20/17 10:26,Police Blame Road Rage For Murder Of Muslim Teen In Virginia,WPSU,University Park,PA,http://radio.wpsu.org/post/police-blame-road-rage-murder-muslim-teen-virginia,cdelshad darwin delshad fairfax family girl hassanen martinez mosque murder muslim nabra rage ramadan torres virginia,"By editor дуў 1 minute ago	This undated image provided by the Hassanen family shows Nabra Hassanen in Fairfax, Va. Police in Fairfax, Va., said Monday, June 19, 2017, that ""road rage"" was to blame for the slaying of a 17-year-old Muslim girl who was"
6/20/17 10:47,2 Charged in Santa Monica Stabbing of Alt-Right Figure's Bodyguard; Police Don't Believe It Was a Hate Crime,KTLA,Los Angeles,CA,http://ktla.com/2017/06/20/bodyguard-for-alt-right-figure-stabbed-after-leaving-trump-event-in-santa-monica-police/,alt bakedalaska bekverdyan bodyguard colorado foreman gionet google khodzhasaryan maps mmee0nuzmu monica murder santa second stabbing view alt bakedalaska bekverdyan bodyguard colorado foreman gionet google khodzhasaryan maps mmee0nuzmu monica murder santa second stabbing view alt bakedalaska bekverdyan bodyguard colorado foreman gionet google khodzhasaryan maps mmee0nuzmu monica murder santa second stabbing view,A parking lot at the corner of Colorado Avenue and Second Street is seen in this Google Maps Street View image.	Two men were charged with attempted murder Tuesday in the stabbing of a man who works as a bodyguard for a nationally known figure popular
6/20/17 11:12,"Media Label Murder of Muslim Hate Crime, No Mention Killer Was Illegal",NewsBusters,,,http://www.newsbusters.org/blogs/nb/alex-xenos/2017/06/20/media-call-murder-muslim-hate-crime-no-mention-killer-was-illegal,cnn crime darwin fairfax hassanen hate illegal marinez murder muslim nabra police rage torres cnn crime darwin fairfax hassanen hate illegal marinez murder muslim nabra police rage torres,"By Alex Xenos | June 20, 2017 2:07 PM EDT	When Muslim teenager Nabra Hassanen, 17, was murdered Sunday, the media propagandized that it was a hate crime. They had no evidence to do so but they did so anyway. When the Fairfax County police dispelled the"
6/20/17 14:25,Latest: Artist creates 2nd viral rendering of Muslim victims,Beckley Register-Herald,Beckley,WV,http://www.register-herald.com/region/latest-neighbor-suspect-in-teen-s-slaying-a-quiet-loner/article_35a48984-7bd6-5a42-a4c4-d310749bf8ca.html,alsalti darwin fairfax girl hassanen latest martinez mosque muslim nabra police rendering slaying torres virginia,"This photo provided by the Fairfax County Police Department shows Darwin Martinez Torres, of Sterling, Va. Martinez Torres was held on a murder charge Monday, June 19, 2017, in the slaying of a teenage Muslim girl who was attacked during a breakfast break"
6/20/17 15:07,White nationalist figure claims bodyguard attack a hate crime,Raw Story,Cambridge,MA,http://www.rawstory.com/2017/06/white-nationalist-figure-claims-bodyguard-attack-a-hate-crime/,alaska attack baked bekverdyan bodyguard bounty freeman gionet khodzhasaryan los_angeles monica rodriguez santa times trump alaska attack baked bekverdyan bodyguard bounty freeman gionet khodzhasaryan los_angeles monica rodriguez santa times trump alaska attack baked bekverdyan bodyguard bounty freeman gionet khodzhasaryan los_angeles monica rodriguez santa times trump alaska attack baked bekverdyan bodyguard bounty freeman gionet khodzhasaryan los_angeles monica rodriguez santa times trump alaska attack baked bekverdyan bodyguard bounty freeman gionet khodzhasaryan los_angeles monica rodriguez santa times trump alaska attack baked bekverdyan bodyguard bounty freeman gionet khodzhasaryan los_angeles monica rodriguez santa times trump,"The alt-right figure Baked Alaska's bodyguard was reportedly stabbed several times Saturday after a fight with two men in Santa Monica, California, police told the Los Angeles Times Tuesday. Two men have been arrested on charges of attempted murder.	While"
6/20/17 16:15,Muslims say N.Va. teen's killing looks all too much like hate crime,Richmond.com,Richmond,VA,http://www.richmond.com/news/virginia/ap/muslims-say-n-va-teen-s-killing-looks-all-too/article_1dca215b-6e75-538d-9e72-2edb247e7dcc.html,alsalti chaudry crime fairfax hassanen hate martinez mohammed mosque muslim nabra torres virginia alsalti chaudry crime fairfax hassanen hate martinez mohammed mosque muslim nabra torres virginia alsalti chaudry crime fairfax hassanen hate martinez mohammed mosque muslim nabra torres virginia alsalti chaudry crime fairfax hassanen hate martinez mohammed mosque muslim nabra torres virginia alsalti chaudry crime fairfax hassanen hate martinez mohammed mosque muslim nabra torres virginia alsalti chaudry crime fairfax hassanen hate martinez mohammed mosque muslim nabra torres virginia,"By ALANNA DURKIN RICHER AND SARAH RANKIN AP	Nabra Hassanen was wearing a Muslim headscarf and robe at the time of Sunday's attack.	The Associated Press	This image provided by Mohammad Alsalti shows artwork he created in honor of Nabra Hassanen, a teenager"
6/20/17 17:16,The Latest: Sex assault investigated in Muslim teen slaying,Washington Post,Washington,DC,https://www.washingtonpost.com/national/latest-chaplain-mosque-has-faith-in-police-investigation/2017/06/20/e5420222-5615-11e7-840b-512026319da7_story.html,chief darwin edwin fairfax girl hassanen latest magid mosque muslim nabra police roessler torres virginia chief darwin edwin fairfax girl hassanen latest magid mosque muslim nabra police roessler torres virginia,"RESTON, Va. дуо The Latest on the killing of a teenage girl as she and her friends returned to a mosque in Virginia (all times local):	7:45 pm	Fairfax County Police Chief Edwin Roessler Jr. has spoken with The Associated Press about the possibility of a"
6/20/17 17:22,Islamic leaders question if teen's death was really related to road rage,CBS News,New York,NY,http://www.cbsnews.com/news/muslims-question-if-nabra-hassanens-death-related-to-road-rage/?,chaudry crime fairfax hassanen hate islamic martinez mosque murder muslim police torres virginia washington chaudry crime fairfax hassanen hate islamic martinez mosque murder muslim police torres virginia washington chaudry crime fairfax hassanen hate islamic martinez mosque murder muslim police torres virginia washington chaudry crime fairfax hassanen hate islamic martinez mosque murder muslim police torres virginia washington chaudry crime fairfax hassanen hate islamic martinez mosque murder muslim police torres virginia washington chaudry crime fairfax hassanen hate islamic martinez mosque murder muslim police torres virginia washington chaudry crime fairfax hassanen hate islamic martinez mosque murder muslim police torres virginia washington chaudry crime fairfax hassanen hate islamic martinez mosque murder muslim police torres virginia washington chaudry crime fairfax hassanen hate islamic martinez mosque murder muslim police torres virginia washington chaudry crime fairfax hassanen hate islamic martinez mosque murder muslim police torres virginia washington chaudry crime fairfax hassanen hate islamic martinez mosque murder muslim police torres virginia washington,"Islamic leaders are questioning Virginia detectives' insistence that the beating death of a teenage Muslim girl appears to have been a case of road rage, saying the attack looks all too much like a hate crime.	Nabra Hassanen, 17, was bludgeoned with a"
6/20/17 17:56,10 Things to Know for Wednesday,Fairfield Citizen,Fairfield,Connecticut,http://www.fairfieldcitizenonline.com/news/us/article/10-Things-to-Know-for-Wednesday-11234704.php,castile cityscape comey cornrows corruption degrees election gop house mobb national phoenix rage republican service temperatures trump weather,"AP	Photo: Ross D. Franklin, AP	One person uses the CityScape splash pad to stay cool as temperatures climb to near-record highs Tuesday, June 20, 2017, in Phoenix. The National Weather Service forecasts a high of 120 degrees (49 degrees ... more	1. GOP"
